Codigo_temporada;Codigo_competicion;Codigo_fase;Codigo_grupo;Codigo_equipo;Posicion;Puntos;Partidos_jugados;Partidos_ganados;Partidos_empatados;Partidos_perdidos;Goles_favor;Goles_contra;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_equipo;Nombre-Sexo;Nombre_distrito
2022;8479 ;8683;10381;86502;8;6.00;5;1;0;4;4;8;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MON SAB MAÑ TAR VB CAD FEM A;VOLEIBOL;CADETE ;ANAMY ;FEMENINO;Moncloa-Aravaca
2022;8479 ;8683;10381;85350;1;9.00;5;4;0;1;9;3;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MON SAB MAÑ TAR VB CAD FEM A;VOLEIBOL;CADETE ;ALDEAFUENTE A;FEMENINO;Moncloa-Aravaca
2022;8479 ;8683;10381;85353;3;8.00;4;4;0;0;8;2;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MON SAB MAÑ TAR VB CAD FEM A;VOLEIBOL;CADETE ;ALDEAFUENTE B;FEMENINO;Moncloa-Aravaca
2022;8479 ;8683;10381;85249;7;7.00;6;1;0;5;3;11;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MON SAB MAÑ TAR VB CAD FEM A;VOLEIBOL;CADETE ;CAVALIERS;FEMENINO;Moncloa-Aravaca
2022;8479 ;8683;10381;85360;6;8.00;5;3;0;2;7;6;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MON SAB MAÑ TAR VB CAD FEM A;VOLEIBOL;CADETE ;ABV BOADILLA AMARILLO;FEMENINO;Moncloa-Aravaca
2022;8479 ;8683;10381;85520;9;6.00;6;0;0;6;1;12;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MON SAB MAÑ TAR VB CAD FEM A;VOLEIBOL;CADETE ;ABV BOADILLA AZUL;FEMENINO;Moncloa-Aravaca
2022;8470 ;8658;10946;82418;1;19.00;7;6;1;0;37;7;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;UNIÓN 300;MASCULINO;Barajas
2022;8470 ;8658;10946;82030;2;16.00;6;5;1;0;18;9;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;Fiebre Amarilla;MASCULINO;Barajas
2022;8470 ;8658;10946;82444;6;7.00;5;2;1;2;13;9;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;Taka Taka;MASCULINO;Barajas
2022;8470 ;8658;10946;84380;3;15.00;5;5;0;0;25;11;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM BAR DOM TAR FS SEN CDMBAR;FUTBOL SALA;SENIOR ;LA ELIPA F.S.;MASCULINO;Barajas
